gene_id,gene_symbol,description,gene_type,transcript_accession,protein_accession
107296371,LOC107296371,tyrosine-protein phosphatase non-receptor type 4,PROTEIN_CODING,XM_015825716.1,XP_015681202.1
107296371,LOC107296371,tyrosine-protein phosphatase non-receptor type 4,PROTEIN_CODING,XM_015825714.1,XP_015681200.1
107296371,LOC107296371,tyrosine-protein phosphatase non-receptor type 4,PROTEIN_CODING,XM_015825715.1,XP_015681201.1
107296374,LOC107296374,leucine-zipper-like transcriptional regulator 1,PROTEIN_CODING,XM_015825718.2,XP_015681204.1
107296452,LOC107296452,"methyltransferase-like protein 17, mitochondrial",PROTEIN_CODING,XM_015825802.1,XP_015681288.1
107296453,SEL1L,SEL1L adaptor subunit of ERAD E3 ubiquitin ligase,PROTEIN_CODING,XM_015825803.1,XP_015681289.1
107296455,KATNBL1,katanin regulatory subunit B1 like 1,PROTEIN_CODING,XM_015825808.1,XP_015681294.1
107296482,TSPO,translocator protein,PROTEIN_CODING,XM_015825835.1,XP_015681321.1
107296506,TBC1D9B,TBC1 domain family member 9B,PROTEIN_CODING,XM_015825863.1,XP_015681349.1
107296562,RUFY1,RUN and FYVE domain containing 1,PROTEIN_CODING,XM_015825892.1,XP_015681378.1
107296562,RUFY1,RUN and FYVE domain containing 1,PROTEIN_CODING,XM_015825899.1,XP_015681385.1
107296562,RUFY1,RUN and FYVE domain containing 1,PROTEIN_CODING,XM_015825906.1,XP_015681392.1
107296562,RUFY1,RUN and FYVE domain containing 1,PROTEIN_CODING,XM_015825913.1,XP_015681399.1
107296563,IL15,interleukin 15,PROTEIN_CODING,XM_015825890.1,XP_015681376.1
107296563,IL15,interleukin 15,PROTEIN_CODING,XM_015825891.1,XP_015681377.1
107296580,PXK,PX domain containing serine/threonine kinase like,PROTEIN_CODING,XM_015825911.1,XP_015681397.1
107296580,PXK,PX domain containing serine/threonine kinase like,PROTEIN_CODING,XM_015825912.1,XP_015681398.1
107296580,PXK,PX domain containing serine/threonine kinase like,PROTEIN_CODING,XM_015825914.1,XP_015681400.1
107296580,PXK,PX domain containing serine/threonine kinase like,PROTEIN_CODING,XM_015825915.1,XP_015681401.1
107296581,LOC107296581,ER membrane protein complex subunit 3,PROTEIN_CODING,XM_015825953.1,XP_015681439.1
107296581,LOC107296581,ER membrane protein complex subunit 3,PROTEIN_CODING,XM_015826023.1,XP_015681509.1
107296582,PDHB,pyruvate dehydrogenase E1 subunit beta,PROTEIN_CODING,XM_015825916.1,XP_015681402.1
107296583,KCTD6,potassium channel tetramerization domain containing 6,PROTEIN_CODING,XM_015825917.1,XP_015681403.1
107296583,KCTD6,potassium channel tetramerization domain containing 6,PROTEIN_CODING,XM_015825920.1,XP_015681406.1
107296583,KCTD6,potassium channel tetramerization domain containing 6,PROTEIN_CODING,XM_015825919.1,XP_015681405.1
107296583,KCTD6,potassium channel tetramerization domain containing 6,PROTEIN_CODING,XM_015825918.1,XP_015681404.1
107296585,FAM107A,family with sequence similarity 107 member A,PROTEIN_CODING,XM_015825924.2,XP_015681410.1
107296585,FAM107A,family with sequence similarity 107 member A,PROTEIN_CODING,XM_015825922.2,XP_015681408.1
107296585,FAM107A,family with sequence similarity 107 member A,PROTEIN_CODING,XM_015825923.2,XP_015681409.1
107296590,ATP5F1C,ATP synthase F1 subunit gamma,PROTEIN_CODING,XM_029286103.1,XP_029141936.1
107296590,ATP5F1C,ATP synthase F1 subunit gamma,PROTEIN_CODING,XM_015825930.1,XP_015681416.1
107296590,ATP5F1C,ATP synthase F1 subunit gamma,PROTEIN_CODING,XM_015825929.1,XP_015681415.1
107296601,BBS7,Bardet-Biedl syndrome 7,PROTEIN_CODING,XM_015825944.1,XP_015681430.1
107296623,BORCS6,BLOC-1 related complex subunit 6,PROTEIN_CODING,XM_015825968.1,XP_015681454.1
107296638,NECTIN3,nectin cell adhesion molecule 3,PROTEIN_CODING,XM_029286107.1,XP_029141940.1
107296649,PRXL2C,peroxiredoxin like 2C,PROTEIN_CODING,XM_015825995.1,XP_015681481.1
107296675,RHOD,ras homolog family member D,PROTEIN_CODING,XM_015826021.1,XP_015681507.1
107296732,FXR1,FMR1 autosomal homolog 1,PROTEIN_CODING,XM_015826087.1,XP_015681573.1
107296732,FXR1,FMR1 autosomal homolog 1,PROTEIN_CODING,XM_015826086.2,XP_015681572.1
107296732,FXR1,FMR1 autosomal homolog 1,PROTEIN_CODING,XM_015826085.2,XP_015681571.1
107296733,DNAJC19,DnaJ heat shock protein family (Hsp40) member C19,PROTEIN_CODING,XM_015826088.1,XP_015681574.1
107296742,UXT,ubiquitously expressed prefoldin like chaperone,PROTEIN_CODING,XM_015826274.1,XP_015681760.1
107296742,UXT,ubiquitously expressed prefoldin like chaperone,PROTEIN_CODING,XM_015826129.1,XP_015681615.1
107296742,UXT,ubiquitously expressed prefoldin like chaperone,PROTEIN_CODING,XM_015826203.1,XP_015681689.1
107296773,RABEPK,Rab9 effector protein with kelch motifs,PROTEIN_CODING,XM_015826123.1,XP_015681609.1
107296787,SRSF12,serine and arginine rich splicing factor 12,PROTEIN_CODING,XM_029286177.1,XP_029142010.1
107296793,SAAL1,serum amyloid A like 1,PROTEIN_CODING,XM_015826145.1,XP_015681631.1
107296793,SAAL1,serum amyloid A like 1,PROTEIN_CODING,XM_015826146.1,XP_015681632.1
107296798,FUT8,fucosyltransferase 8,PROTEIN_CODING,XM_015826150.1,XP_015681636.1
107296810,SLC25A46,solute carrier family 25 member 46,PROTEIN_CODING,XM_015826162.1,XP_015681648.1
107296816,WTAP,WT1 associated protein,PROTEIN_CODING,XM_015826167.1,XP_015681653.1
107296816,WTAP,WT1 associated protein,PROTEIN_CODING,XM_015826166.1,XP_015681652.1
107296895,LOC107296895,uncharacterized LOC107296895,ncRNA,XR_001549106.1,
107296901,LOC107296901,uncharacterized LOC107296901,ncRNA,XR_001549108.1,
107296901,LOC107296901,uncharacterized LOC107296901,ncRNA,XR_001549107.1,
107296901,LOC107296901,uncharacterized LOC107296901,ncRNA,XR_001549109.1,
107296905,MACROD1,mono-ADP ribosylhydrolase 1,PROTEIN_CODING,XM_015826256.1,XP_015681742.1
107296911,C1QBP,complement C1q binding protein,PROTEIN_CODING,XM_015826267.1,XP_015681753.1
107296911,C1QBP,complement C1q binding protein,PROTEIN_CODING,XM_015826266.1,XP_015681752.1
107296914,RPAIN,RPA interacting protein,PROTEIN_CODING,XM_015826270.1,XP_015681756.1
107296917,LOC107296917,nuclear pore complex protein Nup88,PROTEIN_CODING,XM_015826272.1,XP_015681758.1
107296935,SRSF11,serine and arginine rich splicing factor 11,PROTEIN_CODING,XM_029286175.1,XP_029142008.1
107296935,SRSF11,serine and arginine rich splicing factor 11,PROTEIN_CODING,XM_029286174.1,XP_029142007.1
107296935,SRSF11,serine and arginine rich splicing factor 11,PROTEIN_CODING,XM_015826293.2,XP_015681779.1
107296935,SRSF11,serine and arginine rich splicing factor 11,PROTEIN_CODING,XM_015826292.2,XP_015681778.1
107296958,BRIX1,biogenesis of ribosomes BRX1,PROTEIN_CODING,XM_015826313.1,XP_015681799.1
107296959,RAD1,RAD1 checkpoint DNA exonuclease,PROTEIN_CODING,XM_015826316.1,XP_015681802.1
107296959,RAD1,RAD1 checkpoint DNA exonuclease,PROTEIN_CODING,XM_015826314.1,XP_015681800.1
107296959,RAD1,RAD1 checkpoint DNA exonuclease,PROTEIN_CODING,XM_015826315.1,XP_015681801.1
107296972,STRADB,STE20 related adaptor beta,PROTEIN_CODING,XM_015826328.2,XP_015681814.1
107296974,TMEM237,transmembrane protein 237,PROTEIN_CODING,XM_015826330.1,XP_015681816.1
107297017,LOC107297017,sarcoplasmic/endoplasmic reticulum calcium ATPase 1-like,PROTEIN_CODING,XM_015826371.1,XP_015681857.1
107297037,TFPI,tissue factor pathway inhibitor,PROTEIN_CODING,XM_015826394.1,XP_015681880.1
107297037,TFPI,tissue factor pathway inhibitor,PROTEIN_CODING,XM_015826395.1,XP_015681881.1
107297047,LOC107297047,uncharacterized protein C1orf87-like,PROTEIN_CODING,XM_015826405.1,XP_015681891.1
107297048,LOC107297048,PDZ and LIM domain protein 4-like,PROTEIN_CODING,XM_015826406.1,XP_015681892.1
107297058,LOC107297058,cathepsin L2-like,PROTEIN_CODING,XM_029286213.1,XP_029142046.1
107297059,MYDGF,myeloid derived growth factor,PROTEIN_CODING,XM_015826417.1,XP_015681903.1
107297072,WDFY2,WD repeat and FYVE domain containing 2,PROTEIN_CODING,XM_015826429.1,XP_015681915.1
107297073,LOC107297073,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase-like",PROTEIN_CODING,XM_015826430.1,XP_015681916.1
107297140,CTNS,"cystinosin, lysosomal cystine transporter",PROTEIN_CODING,XM_015826498.1,XP_015681984.1
107297143,EMC6,ER membrane protein complex subunit 6,PROTEIN_CODING,XM_015826500.1,XP_015681986.1
107297145,GAS6,growth arrest specific 6,PROTEIN_CODING,XM_015826502.1,XP_015681988.1
107297149,LOC107297149,snaclec agglucetin subunit beta-1,PROTEIN_CODING,XM_015826507.1,XP_015681993.1
107297175,LOC107297175,"atypical kinase COQ8A, mitochondrial",PROTEIN_CODING,XM_015826537.1,XP_015682023.1
107297176,LOC107297176,transmembrane protein 182,PROTEIN_CODING,XM_015826533.1,XP_015682019.1
107297176,LOC107297176,transmembrane protein 182,PROTEIN_CODING,XM_015826534.1,XP_015682020.1
107297176,LOC107297176,transmembrane protein 182,PROTEIN_CODING,XM_015826535.1,XP_015682021.1
107297187,ASB14,ankyrin repeat and SOCS box containing 14,PROTEIN_CODING,XM_015826546.1,XP_015682032.1
107297188,APPL1,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1",PROTEIN_CODING,XM_015826548.1,XP_015682034.1
107297199,MEA1,male-enhanced antigen 1,PROTEIN_CODING,XM_015826559.2,XP_015682045.1
107297199,MEA1,male-enhanced antigen 1,PROTEIN_CODING,XM_015826557.2,XP_015682043.1
107297225,MRPS23,mitochondrial ribosomal protein S23,PROTEIN_CODING,XM_015826583.1,XP_015682069.1
107297226,CUEDC1,CUE domain containing 1,PROTEIN_CODING,XM_015826584.1,XP_015682070.1
107297228,LOC107297228,uncharacterized LOC107297228,ncRNA,XR_001549119.1,
107297253,TMEM141,transmembrane protein 141,PROTEIN_CODING,XM_015826616.2,XP_015682102.1
107297283,LOC107297283,tetratricopeptide repeat protein 27,PROTEIN_CODING,XM_015826645.1,XP_015682131.1
107297288,DGLUCY,D-glutamate cyclase,PROTEIN_CODING,XM_015826653.1,XP_015682139.1
107297302,QPCTL,glutaminyl-peptide cyclotransferase like,PROTEIN_CODING,XM_029286269.1,XP_029142102.1
107297307,SIRT2,sirtuin 2,PROTEIN_CODING,XM_015826669.1,XP_015682155.1
107297349,MED7,mediator complex subunit 7,PROTEIN_CODING,XM_015826709.1,XP_015682195.1
107297349,MED7,mediator complex subunit 7,PROTEIN_CODING,XM_015826712.1,XP_015682198.1
107297349,MED7,mediator complex subunit 7,PROTEIN_CODING,XM_015826710.1,XP_015682196.1
107297349,MED7,mediator complex subunit 7,PROTEIN_CODING,XM_015826711.1,XP_015682197.1
107297349,MED7,mediator complex subunit 7,PROTEIN_CODING,XM_015826713.1,XP_015682199.1
107297349,MED7,mediator complex subunit 7,PROTEIN_CODING,XM_015826714.1,XP_015682200.1
107297352,FBLN5,fibulin 5,PROTEIN_CODING,XM_015826720.1,XP_015682206.1
107297355,LOC107297355,calmodulin-A,PROTEIN_CODING,XM_029286293.1,XP_029142126.1
107297370,LOC107297370,C-C motif chemokine 3,PROTEIN_CODING,XM_015826734.1,XP_015682220.1
107297374,ATXN3,ataxin 3,PROTEIN_CODING,XR_001549123.1,
107297374,ATXN3,ataxin 3,PROTEIN_CODING,XR_001549124.1,
107297374,ATXN3,ataxin 3,PROTEIN_CODING,XM_015826762.1,XP_015682248.1
107297374,ATXN3,ataxin 3,PROTEIN_CODING,XM_015826740.1,XP_015682226.1
107297374,ATXN3,ataxin 3,PROTEIN_CODING,XM_015826754.1,XP_015682240.1
107297390,DSEL,dermatan sulfate epimerase like,PROTEIN_CODING,XM_015826755.1,XP_015682241.1
107297444,SYNPO,synaptopodin,PROTEIN_CODING,XM_015826806.2,XP_015682292.2
107297454,LOC107297454,interleukin-36 alpha,PROTEIN_CODING,XM_015826817.1,XP_015682303.1
107297466,LOC107297466,surfeit locus protein 1,PROTEIN_CODING,XM_015826829.1,XP_015682315.1
107297474,LOC107297474,partitioning defective 6 homolog gamma,PROTEIN_CODING,XM_015826841.2,XP_015682327.2
107297475,CUNH4orf19,chromosome unknown C4orf19 homolog,PROTEIN_CODING,XM_015826839.1,XP_015682325.1
107297494,TXNL4A,thioredoxin like 4A,PROTEIN_CODING,XM_015826859.1,XP_015682345.1
107297494,TXNL4A,thioredoxin like 4A,PROTEIN_CODING,XM_015826866.1,XP_015682352.1
107297510,LOC107297510,tripartite motif-containing protein 72,PROTEIN_CODING,XM_015826873.1,XP_015682359.1
107297513,LOC107297513,"cytochrome c oxidase subunit 6A, mitochondrial",PROTEIN_CODING,XM_015826875.1,XP_015682361.1
107297550,LOC107297550,nuclear cap-binding protein subunit 1,PROTEIN_CODING,XM_015826911.1,XP_015682397.1
107297581,LOC107297581,uncharacterized LOC107297581,PROTEIN_CODING,XM_015826942.2,XP_015682428.1
107297601,ACAT2,acetyl-CoA acetyltransferase 2,PROTEIN_CODING,XM_015826962.2,XP_015682448.1
107297606,STEAP3,STEAP3 metalloreductase,PROTEIN_CODING,XM_015826968.1,XP_015682454.1
107297606,STEAP3,STEAP3 metalloreductase,PROTEIN_CODING,XM_015826966.1,XP_015682452.1
107297609,LOC107297609,septin-2,PROTEIN_CODING,XM_015826973.2,XP_015682459.1
107297609,LOC107297609,septin-2,PROTEIN_CODING,XM_015826972.2,XP_015682458.1
107297623,LOC107297623,"calcium uptake protein 1, mitochondrial-like",PROTEIN_CODING,XM_015826986.2,XP_015682472.2
107297628,SYNPO2,synaptopodin 2,PROTEIN_CODING,XM_015826989.2,XP_015682475.2
107297638,LOC107297638,proteasome assembly chaperone 1,PROTEIN_CODING,XM_015826999.1,XP_015682485.1
107297638,LOC107297638,proteasome assembly chaperone 1,PROTEIN_CODING,XM_015827000.1,XP_015682486.1
107297680,RAMAC,RNA guanine-7 methyltransferase activating subunit,PROTEIN_CODING,XM_015827040.1,XP_015682526.1
107297688,SPEGNB,SPEG neighbor,PROTEIN_CODING,XM_015827049.1,XP_015682535.1
107297694,CUNH9orf135,chromosome unknown C9orf135 homolog,PROTEIN_CODING,XM_015827054.1,XP_015682540.1
107297694,CUNH9orf135,chromosome unknown C9orf135 homolog,PROTEIN_CODING,XM_015827056.1,XP_015682542.1
107297702,LOC107297702,SH3 domain-binding glutamic acid-rich-like protein,PROTEIN_CODING,XM_015827062.1,XP_015682548.1
107297711,LOC107297711,histone deacetylase 2,PROTEIN_CODING,XM_015827072.1,XP_015682558.1
107297732,MRPS18B,mitochondrial ribosomal protein S18B,PROTEIN_CODING,XM_015827093.2,XP_015682579.2
107297767,PLAC9,placenta associated 9,PROTEIN_CODING,XM_015827128.1,XP_015682614.1
107297767,PLAC9,placenta associated 9,PROTEIN_CODING,XM_015827129.1,XP_015682615.1
107297845,LOC107297845,uncharacterized LOC107297845,PROTEIN_CODING,XM_015827206.1,XP_015682692.1
107297848,CUNH5orf49,chromosome unknown C5orf49 homolog,PROTEIN_CODING,XM_015827211.1,XP_015682697.1
107297850,LOC107297850,integral membrane protein GPR137B,PROTEIN_CODING,XM_015827209.1,XP_015682695.1
107297867,LOC107297867,hemoglobin subunit beta-1-like,PROTEIN_CODING,XM_015827226.1,XP_015682712.1
107297876,LOC107297876,hemoglobin subunit beta-2,PROTEIN_CODING,XM_015827234.1,XP_015682720.1
107297881,CBY1,"chibby family member 1, beta catenin antagonist",PROTEIN_CODING,XM_015827239.1,XP_015682725.1
107297887,LOC107297887,WD repeat-containing protein 48,PROTEIN_CODING,XM_015827245.1,XP_015682731.1
107297907,ENY2,ENY2 transcription and export complex 2 subunit,PROTEIN_CODING,XM_015827266.1,XP_015682752.1
107297907,ENY2,ENY2 transcription and export complex 2 subunit,PROTEIN_CODING,XM_015827267.1,XP_015682753.1
107297907,ENY2,ENY2 transcription and export complex 2 subunit,PROTEIN_CODING,XM_015827268.1,XP_015682754.1
107297907,ENY2,ENY2 transcription and export complex 2 subunit,PROTEIN_CODING,XM_015827269.1,XP_015682755.1
107297908,NUDCD1,NudC domain containing 1,PROTEIN_CODING,XM_015827270.1,XP_015682756.1
107297915,PKM,pyruvate kinase M1/2,PROTEIN_CODING,XM_015827277.1,XP_015682763.1
107297915,PKM,pyruvate kinase M1/2,PROTEIN_CODING,XM_015827276.1,XP_015682762.1
107297919,CLNS1A,chloride nucleotide-sensitive channel 1A,PROTEIN_CODING,XM_015827282.2,XP_015682768.1
107297919,CLNS1A,chloride nucleotide-sensitive channel 1A,PROTEIN_CODING,XM_015827283.2,XP_015682769.1
107297919,CLNS1A,chloride nucleotide-sensitive channel 1A,PROTEIN_CODING,XM_015827281.1,XP_015682767.1
107297920,TNNT3,"troponin T3, fast skeletal type",PROTEIN_CODING,XM_015827294.2,XP_015682780.1
107297920,TNNT3,"troponin T3, fast skeletal type",PROTEIN_CODING,XM_015827286.2,XP_015682772.1
107297929,LOC107297929,sigma intracellular receptor 2-like,PROTEIN_CODING,XM_015827293.1,XP_015682779.1
107297930,LOC107297930,sigma intracellular receptor 2,PROTEIN_CODING,XM_015827295.1,XP_015682781.1
107297936,LOC107297936,mediator of DNA damage checkpoint protein 1-like,PROTEIN_CODING,XM_015827303.1,XP_015682789.1
107297954,LOC107297954,cyclic AMP-dependent transcription factor ATF-5-like,PROTEIN_CODING,XM_015827318.1,XP_015682804.1
107297957,KLHL41,kelch like family member 41,PROTEIN_CODING,XM_015827322.1,XP_015682808.1
107297964,TNNI2,"troponin I2, fast skeletal type",PROTEIN_CODING,XM_015827331.1,XP_015682817.1
107297969,CAPSL,calcyphosine like,PROTEIN_CODING,XM_015827333.1,XP_015682819.1
107298058,RCSD1,RCSD domain containing 1,PROTEIN_CODING,XM_015827420.1,XP_015682906.1
107298069,GOLGA5,golgin A5,PROTEIN_CODING,XM_015827431.1,XP_015682917.1
107298124,CC2D1A,coiled-coil and C2 domain containing 1A,PROTEIN_CODING,XM_015827489.1,XP_015682975.1
107298128,LOC107298128,protein jagged-2,PROTEIN_CODING,XM_015827490.1,XP_015682976.1
107298143,LOC107298143,small integral membrane protein 30-like,PROTEIN_CODING,XM_029286459.1,XP_029142292.1
107298143,LOC107298143,small integral membrane protein 30-like,PROTEIN_CODING,XM_029286460.1,XP_029142293.1
107298143,LOC107298143,small integral membrane protein 30-like,PROTEIN_CODING,XM_029286461.1,XP_029142294.1
107298152,QTRT1,queuine tRNA-ribosyltransferase catalytic subunit 1,PROTEIN_CODING,XM_015827519.1,XP_015683005.1
107298152,QTRT1,queuine tRNA-ribosyltransferase catalytic subunit 1,PROTEIN_CODING,XM_015827524.1,XP_015683010.1
107298201,KYAT3,kynurenine aminotransferase 3,PROTEIN_CODING,XM_015827571.1,XP_015683057.1
107298201,KYAT3,kynurenine aminotransferase 3,PROTEIN_CODING,XM_015827569.1,XP_015683055.1
107298201,KYAT3,kynurenine aminotransferase 3,PROTEIN_CODING,XM_015827570.2,XP_015683056.1
107298202,SUPT20H,"SPT20 homolog, SAGA complex component",PROTEIN_CODING,XR_001549150.1,
107298202,SUPT20H,"SPT20 homolog, SAGA complex component",PROTEIN_CODING,XM_015827617.1,XP_015683103.1
107298202,SUPT20H,"SPT20 homolog, SAGA complex component",PROTEIN_CODING,XM_015827600.1,XP_015683086.1
107298202,SUPT20H,"SPT20 homolog, SAGA complex component",PROTEIN_CODING,XM_015827585.1,XP_015683071.1
107298202,SUPT20H,"SPT20 homolog, SAGA complex component",PROTEIN_CODING,XM_015827616.1,XP_015683102.1
107298202,SUPT20H,"SPT20 homolog, SAGA complex component",PROTEIN_CODING,XM_015827608.1,XP_015683094.1
107298202,SUPT20H,"SPT20 homolog, SAGA complex component",PROTEIN_CODING,XM_015827593.1,XP_015683079.1
107298202,SUPT20H,"SPT20 homolog, SAGA complex component",PROTEIN_CODING,XM_015827574.1,XP_015683060.1
107298203,LRRC8B,leucine rich repeat containing 8 VRAC subunit B,PROTEIN_CODING,XM_029286473.1,XP_029142306.1
107298219,CASQ1,calsequestrin 1,PROTEIN_CODING,XM_015827592.1,XP_015683078.1
107298233,POLE2,"DNA polymerase epsilon 2, accessory subunit",PROTEIN_CODING,XM_015827610.1,XP_015683096.1
107298255,DDX39B,DExD-box helicase 39B,PROTEIN_CODING,XM_029286478.1,XP_029142311.1
107298255,DDX39B,DExD-box helicase 39B,PROTEIN_CODING,XM_015827627.1,XP_015683113.1
107298255,DDX39B,DExD-box helicase 39B,PROTEIN_CODING,XM_015827625.1,XP_015683111.1
107298261,CLPP,caseinolytic mitochondrial matrix peptidase proteolytic subunit,PROTEIN_CODING,XM_015827645.1,XP_015683131.1
107298261,CLPP,caseinolytic mitochondrial matrix peptidase proteolytic subunit,PROTEIN_CODING,XM_015827637.1,XP_015683123.1
107298270,LOC107298270,serine/threonine-protein phosphatase 4 regulatory subunit 4,PROTEIN_CODING,XM_015827643.1,XP_015683129.1
107298289,LOC107298289,peptidyl-prolyl cis-trans isomerase A-like,PROTEIN_CODING,XM_029286488.1,XP_029142321.1
107298290,LOC107298290,phosphorylase b kinase regulatory subunit beta,PROTEIN_CODING,XM_015827667.1,XP_015683153.1
107298298,SLC35F5,solute carrier family 35 member F5,PROTEIN_CODING,XM_015827706.1,XP_015683192.1
107298298,SLC35F5,solute carrier family 35 member F5,PROTEIN_CODING,XM_015827778.1,XP_015683264.1
107298319,LOC107298319,lactadherin-like,PROTEIN_CODING,XM_015827692.1,XP_015683178.1
107298336,CUNH6orf120,chromosome unknown C6orf120 homolog,PROTEIN_CODING,XM_015827713.1,XP_015683199.1
107298338,LOC107298338,endoplasmic reticulum membrane-associated RNA degradation protein,PROTEIN_CODING,XM_015827715.2,XP_015683201.1
107298340,LOC107298340,DNA repair protein RAD51 homolog 3-like,PROTEIN_CODING,XM_015827717.1,XP_015683203.1
107298375,LOC107298375,52 kDa repressor of the inhibitor of the protein kinase-like,PROTEIN_CODING,XM_015827749.2,XP_015683235.1
107298379,LOC107298379,PHD finger protein 20-like protein 1,PROTEIN_CODING,XM_015827754.1,XP_015683240.1
107298385,ACOT9,acyl-CoA thioesterase 9,PROTEIN_CODING,XM_015827771.1,XP_015683257.1
107298385,ACOT9,acyl-CoA thioesterase 9,PROTEIN_CODING,XM_015827763.1,XP_015683249.1
107298429,CUNHXorf58,chromosome unknown CXorf58 homolog,PROTEIN_CODING,XM_015827812.1,XP_015683298.1
107298432,LOC107298432,focal adhesion kinase 1-like,PROTEIN_CODING,XM_015827811.1,XP_015683297.1
107298452,LOC107298452,serine/threonine-protein phosphatase 4 regulatory subunit 4,PROTEIN_CODING,XM_029286525.1,XP_029142358.1
107298508,LOC107298508,cytochrome P450 2J2,PROTEIN_CODING,XM_015827888.1,XP_015683374.1
107298526,LOC107298526,C-type lectin domain family 2 member D,PROTEIN_CODING,XM_015827904.1,XP_015683390.1
107298529,RSL1D1,ribosomal L1 domain containing 1,PROTEIN_CODING,XM_015827907.1,XP_015683393.1
107298532,LOC107298532,TGF-beta receptor type-1,PROTEIN_CODING,XM_015827913.1,XP_015683399.1
107298548,LOC107298548,zinc finger protein 501,PROTEIN_CODING,XM_015827925.1,XP_015683411.1
107298557,LTV1,LTV1 ribosome biogenesis factor,PROTEIN_CODING,XM_015827933.1,XP_015683419.1
107298592,CUNH9orf64,chromosome unknown C9orf64 homolog,PROTEIN_CODING,XM_015827967.2,XP_015683453.1
107298592,CUNH9orf64,chromosome unknown C9orf64 homolog,PROTEIN_CODING,XM_015827968.1,XP_015683454.1
107298601,LOC107298601,coiled-coil domain-containing protein 39-like,PROTEIN_CODING,XM_015827978.1,XP_015683464.1
107298608,CLYBL,citramalyl-CoA lyase,PROTEIN_CODING,XM_015827986.1,XP_015683472.1
107298608,CLYBL,citramalyl-CoA lyase,PROTEIN_CODING,XM_015827995.1,XP_015683481.1
107298610,CUNH9orf24,chromosome unknown C9orf24 homolog,PROTEIN_CODING,XM_015827987.1,XP_015683473.1
107298623,GGACT,gamma-glutamylamine cyclotransferase,PROTEIN_CODING,XM_015828010.2,XP_015683496.1
107298623,GGACT,gamma-glutamylamine cyclotransferase,PROTEIN_CODING,XM_015828004.1,XP_015683490.1
107298643,MICOS13,mitochondrial contact site and cristae organizing system subunit 13,PROTEIN_CODING,XM_015828021.1,XP_015683507.1
107298675,DDX52,DExD-box helicase 52,PROTEIN_CODING,XM_029286592.1,XP_029142425.1
107298696,CPSF4,cleavage and polyadenylation specific factor 4,PROTEIN_CODING,XM_015828072.1,XP_015683558.1
107298702,RNFT1,"ring finger protein, transmembrane 1",PROTEIN_CODING,XM_015828079.1,XP_015683565.1
107298707,LOC107298707,membrane-spanning 4-domains subfamily A member 4A,PROTEIN_CODING,XR_001549161.1,
107298707,LOC107298707,membrane-spanning 4-domains subfamily A member 4A,PROTEIN_CODING,XM_015828087.1,XP_015683573.1
107298711,DYNLT2B,dynein light chain Tctex-type 2B,PROTEIN_CODING,XM_015828088.1,XP_015683574.1
107298721,LOC107298721,membrane-spanning 4-domains subfamily A member 4A,PROTEIN_CODING,XM_015828098.2,XP_015683584.1
107298738,LOC107298738,"probable asparagine--tRNA ligase, mitochondrial",PROTEIN_CODING,XM_015828101.1,XP_015683587.1
107298743,LOC107298743,uncharacterized LOC107298743,PROTEIN_CODING,XR_003810660.1,
107298753,LOC107298753,membrane-spanning 4-domains subfamily A member 15,PROTEIN_CODING,XM_015828127.1,XP_015683613.1
107298753,LOC107298753,membrane-spanning 4-domains subfamily A member 15,PROTEIN_CODING,XM_015828119.1,XP_015683605.1
107298753,LOC107298753,membrane-spanning 4-domains subfamily A member 15,PROTEIN_CODING,XM_015828135.1,XP_015683621.1
107298761,LOC107298761,kinesin light chain 1,PROTEIN_CODING,XM_015828125.1,XP_015683611.1
107298776,UBLCP1,ubiquitin like domain containing CTD phosphatase 1,PROTEIN_CODING,XM_015828144.1,XP_015683630.1
107298782,DNAAF11,dynein axonemal assembly factor 11,PROTEIN_CODING,XM_015828145.1,XP_015683631.1
107298841,LOC107298841,fructose-bisphosphate aldolase A,PROTEIN_CODING,XM_015828205.1,XP_015683691.1
107298841,LOC107298841,fructose-bisphosphate aldolase A,PROTEIN_CODING,XM_015828206.1,XP_015683692.1
107298851,CUNH11orf54,chromosome unknown C11orf54 homolog,PROTEIN_CODING,XM_015828217.1,XP_015683703.1
107298851,CUNH11orf54,chromosome unknown C11orf54 homolog,PROTEIN_CODING,XM_015828216.1,XP_015683702.1
107298909,RPP14,ribonuclease P/MRP subunit p14,PROTEIN_CODING,XM_015828267.1,XP_015683753.1
107298930,DDIT4L,DNA damage inducible transcript 4 like,PROTEIN_CODING,XM_015828291.1,XP_015683777.1
107298942,DPM2,"dolichyl-phosphate mannosyltransferase subunit 2, regulatory",PROTEIN_CODING,XM_015828298.1,XP_015683784.1
107298943,ST6GALNAC4,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4",PROTEIN_CODING,XM_015828299.1,XP_015683785.1
107298980,LOC107298980,uncharacterized protein DDB_G0279979,PROTEIN_CODING,XM_029286650.1,XP_029142483.1
107298991,LOC107298991,enhancer of polycomb homolog 1,PROTEIN_CODING,XM_015828353.1,XP_015683839.1
107298991,LOC107298991,enhancer of polycomb homolog 1,PROTEIN_CODING,XM_015828352.1,XP_015683838.1
